	country	designation		points	price	province	variety		winery	
16570	France		84	11	Alsace	Riesling	Pierre Sparr	
16571	US	Big John's Vineyard	84	24	California	Zinfandel	Newsome-Harlow	
16572	US		84	12	California	Cabernet Sauvignon	Pavilion	
16573	US		84	9	California	Merlot	Smoking Loon	
16574	US	Frank Johnson Vineyards Late Harvest	84	19	California	Traminer	Roshambo	
16575	Germany	Essence QbA	84	10	Mosel-Saar-Ruwer	Riesling	S.A. Prüm	
16576	US	Master's Red Blend	84	9	California	Rhône-style Red Blend	Sacred Stone	
16577	US		84	22	California	Merlot	San Saba	
16578	US		84	18	California	Dolcetto	M. Cosentino	
16579	Australia		84	12	Australia Other	Merlot	McWilliam's Hanwood Estate	
16580	US	Seduction	84	25	California	Red Blend	O'Brien	
16581	Australia		84	7	Australia Other	Chardonnay	Outback Chase	
16582	Germany	Graacher Himmelreich Eiswein Vat 28	84	140	Mosel-Saar-Ruwer	Riesling	S.A. Prüm	
16583	US	Cameron	84	50	California	Bordeaux-style Red Blend	Fisher	
16584	Austria	Wagram Reserve	84	28	Donauland	Cabernet Blend	Anton Bauer	
16585	Austria	Veltlinsky	84	11	Weinviertel	Grüner Veltliner	Graf Hardegg	
16586	Australia		84	13	Australia Other	Chardonnay	Handpicked	
16587	Australia		84	24	South Australia	Cabernet Sauvignon	Schild Estate	
16588	Germany	Kiedricher Sandgrub Spätlese	84	23	Rheingau	Riesling	Baron zu Knyphausen	
16589	Germany	Big Tattoo White QbA	84	9	Nahe	White Blend	2 Brothers	
16590	US	Blanc de Noirs	87	37	California	Sparkling Blend	Schramsberg	
16591	US	Crémant Demi-sec	87	38	California	Sparkling Blend	Schramsberg	
16592	US		87	18	California	Cabernet Sauvignon	Rutherford Ranch	
16593	US	Brut Prestige	87	19	California	Sparkling Blend	Mumm Napa	
16594	Austria		87	13	Burgenland	Muskat Ottonel	Zantho	
16595	Italy	Blange	86	17	Piedmont	Arneis	Ceretto	
16596	Italy	Liste	86	63	Piedmont	Nebbiolo	Damilano	
16597	Italy	La Luciana	86	11	Piedmont	Cortese	Araldica	
16598	Italy	Cristina Ascheri	86	22	Piedmont	Arneis	Giacomo Ascheri	
16599	Italy	Rié	86	17	Piedmont	Barbera	Giribaldi	
16600	US	Sonoma Brut	86	20	California	Sparkling Blend	Gloria Ferrer	
16601	Italy		86	33	Piedmont	Barbera	Cascina Bongiovanni	
16602	US	Wallula Vineyard	86	22	Washington	Syrah	Lost River	
16603	Italy	Fontanazza	86	17	Piedmont	Dolcetto	Marcarini	
16604	US	Côtes de Tablas Blanc	86	20	California	Rhône-style White Blend	Tablas Creek	
16605	Italy		86	35	Piedmont	Nebbiolo	Tenuta Carretta	
16606	US	Blanc de Blancs	86	35	California	Sparkling Blend	Schramsberg	
16607	US	Eaglepoint Ranch	86	29	California	Zinfandel	V. Sattui	
16608	New Zealand	Private Bin	86	20	Marlborough	Pinot Noir	Villa Maria	
16609	US		86	32	Washington	Syrah	Skylite	
16610	US		86	20	California	Syrah	R. Merlo	
16611	US		86	24	California	Cabernet Sauvignon	Waterstone	
16612	Austria	Beerenauslese	86	19	Burgenland	White Blend	Zantho	
16613	US	Winemaker's Select Co-ferment Estate	86	38	Washington	Syrah	Kestrel	
16614	Argentina	Gascón	86	12	Mendoza Province	Malbec	Don Miguel Gascón	
16615	Argentina	Reserva Finca Castro Barros	86	25	Mendoza Province	Malbec	Enrique Foster	
16616	New Zealand		86	30	Martinborough	Pinot Gris	Escarpment	
16617	US	Tinaquaic Vineyard	86	34	California	Chardonnay	Foxen	
16618	US	Barrel Fermented	86	26	California	Chardonnay	Flora Springs	
16619	US	Basket Press Reserve	86	30	Washington	Syrah	Glen Fiona	
16620	US	Split Oak Estates Sur Lie	88	11	California	Chardonnay	Morro Bay	
16621	US	Pepper Bridge Vineyard	88	39	Washington	Cabernet Sauvignon	Mosquito Fleet	
16622	US	Silvaspoons Vineyard	88	15	California	Verdelho	Lee Family Farm	
16623	South Africa	Spellbinding	88	31	Stellenbosch	Chenin Blanc	Leopard Frog	
16624	France		88	22	Rhône Valley	Rhône-style Red Blend	Louis Bernard	
16625	US	Garys' Vineyard	88	50	California	Pinot Noir	Lucia	
16626	Austria	Ice Wine	88	50	Niederösterreich	Cabernet Sauvignon	Pratsch	
16627	US		88	38	California	Chardonnay	Pride Mountain	
16628	US	Flood Family Vineyards	88	30	California	Malbec	Rancho Sisquoc	
16629	South Africa	Renaissance	88	35	Stellenbosch	Chenin Blanc	Radford Dale	
16630	US		88	23	California	Syrah	Chatom Vineyards	
16631	Italy		88	18	Northeastern Italy	Pinot Nero	Colterenzio	
16632	Italy	Altkirch	88	15	Northeastern Italy	Chardonnay	Colterenzio	
16633	France		88	24	Provence	Rosé	Château Léoube	
16634	Austria	Rohrendorfer Gebling	88		Niederösterreich	Grüner Veltliner	Felsner	
16635	US		88	50	Washington	Merlot	Fidelitas	
16636	US	Roosevelt Red	88	18	Washington	Merlot	Eight Bells	
16637	Spain	La Tremenda	88	14	Levante	Monastrell	Enrique Mendoza	
16638	US	Reserve Estate	88	38	California	Merlot	Envy	
16639	US	Sigma Syrache	88	28	California	Syrah-Grenache	Ampelos	
16640	France		88	26	Rhône Valley	Rhône-style Red Blend	Andrieux & Fils	
16641	US	Alary	88	35	California	Chardonnay	Arrowood	
16642	France	Saint-Mapalis Plan De Dieu	88	16	Rhône Valley	Rhône-style Red Blend	Gabriel Meffre	
16643	South Africa	Le Cotte Mill	88	15	Western Cape	Chenin Blanc	Franschhoek Cellar	
16644	US	Vintner's Reserve	88	15	California	Chardonnay	Kendall-Jackson	
16645	South Africa	Barrel Fermented	88	16	Stellenbosch	Chenin Blanc	Jardin	
16646	Italy	Muskatell	88	22	Northeastern Italy	Moscato Giallo	Tenuta H.Lentsch	
16647	Italy	Eichberg	88	30	Northeastern Italy	Grüner Veltliner	Tenuta Klaus Lentsch	
16648	Italy	Alto	88	21	Sicily & Sardinia	Nero d'Avola	Tenuta Rapitalà	
16649	Spain	Reserva	88	29	Northern Spain	Tempranillo	Viña Vilano	
16650	US	La Encantada Vineyard	90	45	California	Pinot Noir	Deovlet	
16651	Greece		90	18	Nemea	Red Blend	Estate Constantin Gofas	
16652	Argentina	Serie Magno Gran Reserva	90	15	Mendoza Province	Red Blend	Fantelli	
16653	France	Château de Mercuès	90		Southwest France	Malbec	Georges Vigouroux	
16654	US	Artistry	90	40	California	Bordeaux-style Red Blend	Girard	
16655	South Africa	The Gypsy	90	65	Western Cape	Grenache-Syrah	Ken Forrester	
16656	Germany	Trocken	90	25	Pfalz	Chardonnay Weissburgunder	Knipser	
16657	US	Falcon's Perch	90	17	California	Pinot Noir	J. Lohr	
16658	US		90	24	Oregon	Pinot Gris	Hawks View	
16659	US	SV Estate	90	40	Oregon	Pinot Noir	Stoller	
16660	US	Originals	90	38	California	Syrah	Stolpman	
16661	Argentina	ViBo	90	40	Mendoza Province	Malbec	Viu Manent	
16662	US	Fuller	90	100	Oregon	Pinot Noir	Willamette Valley Vineyards	
16663	US		90	30	California	Cabernet Sauvignon	Sebastiani	
16664	US	Her Silhouette	90	22	Oregon	Chardonnay	Amalie Robert	
16665	US	Estate	90	35	Oregon	Tempranillo	Abacela	
16666	US	Toboni Vineyard	90	56	California	Pinot Noir	Arista	
16667	Italy	Adènzia	90	19	Sicily & Sardinia	Red Blend	Baglio del Cristo di Campobello	
16668	US	Unoaked	90	16	California	Chardonnay	Joel Gott	
16669	France	Château Paul Mas Clos des Mûres	90	20	Languedoc-Roussillon	Rhône-style Red Blend	Domaines Paul Mas	
16670	Italy	Chiarandà	90	40	Sicily & Sardinia	White Blend	Donnafugata	
16671	Germany	Blue Slate Kabinett	90	20	Mosel	Riesling	Dr. Loosen	
16672	Argentina	Obra Prima Reserva	90	20	Mendoza Province	Malbec	Familia Cassone	
16673	South Africa	The Glass Collection	90	18	Western Cape	Cabernet Sauvignon	Glenelly	
16674	US	Bien Nacido Vineyard	90	36	California	Merlot	Folkway	
16675	US	Alfaro Family Vineyard	90	42	California	Pinot Noir	Big Basin	
16676	Italy		90	24	Central Italy	Pecorino	Ciavolich Giuseppe	
16677	US		90	43	California	Cabernet Sauvignon	Clos Pegase	
16678	US		90	39	Oregon	Pinot Noir	Carabella	
16679	US	Anthology	90	55	California	Bordeaux-style Red Blend	Conn Creek	
16680	US	Rousse Rouge	87	20	California	Syrah	Tassajara	
16681	Argentina		87	8	Mendoza Province	Malbec	Santa Julia	
16682	Germany	Grey Slate Dry	87	16	Mosel-Saar-Ruwer	Riesling	Schmitges	
16683	Italy	Terre Bianche	87	22	Sicily & Sardinia	Torbato	Sella & Mosca	
16684	US	Howling Wolfe	87	18	Washington	Zinfandel	Thurston Wolfe	
16685	US	Poggio Alla Pietra Brunello di Sonoma	87	60	California	Sangiovese	Petroni	
16686	Australia	Watervale	87	25	South Australia	Riesling	Mount Horrocks	
16687	Australia	Unwooded	87	12	South Australia	Chardonnay	Razor's Edge	
16688	US		87	40	California	Cabernet Sauvignon	Provenance Vineyards	
16689	Italy	Cantalupi	87	11	Southern Italy	Primitivo	Conti Zecca	
16690	US	Two Vines	87	8	Washington	Sauvignon Blanc	Columbia Crest	
16691	Spain		87	25	Galicia	Albariño	Adegas D'Altamira	
16692	US	Stagecoach Vineyard	87	35	California	Syrah	Lost Canyon	
16693	US	Ward Vineyard	87	20	California	Pinot Noir	Tassajara	
16694	Italy	Tenuta Rocca dei Leoni	87	20	Southern Italy	Aglianico	Villa Matilde	
16695	Italy		87	18	Southern Italy	Primitivo	Ognissole	
16696	US		87	20	California	Chardonnay	Schug	
16697	US		87	24	California	Pinot Noir	Schug	
16698	Australia	Jester	87	20	South Australia	Shiraz	Mitolo	
16699	Spain	Brandal	87	15	Galicia	Albariño	Adegas D'Altamira	
16700	Italy	Cacc'e Mmitte di Lucera	87	22	Southern Italy	Red Blend	Alberto Longo	
16701	US		87	18	Washington	Merlot	Barnard Griffin	
16702	Spain	Tinto	87	8	Northern Spain	Garnacha	Coto de Hayas	
16703	US	Quail Series	87	9	Washington	Sauvignon Blanc	Covey Run	
16704	Italy		87	9	Sicily & Sardinia	Chardonnay	Feudo Arancio	
16705	US	Paragon Reserve	87	30	California	Chardonnay	Edna Valley Vineyard	
16706	US	Two Vines	87	8	Washington	Merlot	Columbia Crest	
16707	Italy	Cantalupi	87	10	Southern Italy	Negroamaro	Conti Zecca	
16708	Spain	Rosé Brut Reserva	87	18	Catalonia	Sparkling Blend	Llopart	
16709	US	Proprietor's Reserve	87	30	Washington	Cabernet Sauvignon	Maryhill	
16710	US		84	11	California	Merlot	Avenue	
16711	Germany	Forster Pechstein Spätlese	84	28	Pfalz	Riesling	J.L. Wolf	
16712	Austria		84	15	Burgenland	Zweigelt	Josef Pöckl	
16713	Australia	Red Barn	84	20	Victoria	Chardonnay	Box Stallion	
16714	US		84	18	California	Cabernet Sauvignon	Brander	
16715	Australia	Trevor Mast 2002 Four Sisters	84	12	Australia Other	Shiraz	Four Sisters	
16716	US		84	15	California	Merlot	Foppiano	
16717	Germany	RK QbA	84	13	Mosel-Saar-Ruwer	Riesling	Reichsgraf von Kesselstatt	
16718	Australia		84	20	Victoria	Cabernet Sauvignon	Tahbilk	
16719	US		84	18	California	Chardonnay	O'Brien	
16720	US		84	26	California	Merlot	Opolo	
16721	US		84	22	California	Viognier	Opolo	
16722	US	McQueen Vineyard	84	16	California	Syrah	Vino Con Brio	
16723	US		84	18	California	Roussanne	Wellington	
16724	Austria	Classic	83		Südsteiermark	Weissburgunder	Adolf & Heinrich Fuchs	
16725	US	Old Vine	83	20	California	Zinfandel	J. Benton Furrow	
16726	Austria	Pannobile	83	34	Neusiedlersee	Red Blend	Gernot and Heike Heinrich	
16727	Australia	Watervale	83	18	South Australia	Riesling	Tim Gramp	
16728	Australia	Selections Pfeiffer Wines	83	25	Australia Other	Merlot	Marquee	
16729	US		83	16	California	Pinot Grigio	Vino Con Brio	
16730	US	Port	83	28	California	Syrah	Castle	
16731	Austria	Classic	83		Neusiedlersee	Grüner Veltliner	Adolf & Heinrich Fuchs	
16732	Austria	Libelich	83		Südsteiermark	Gewürztraminer	Adolf & Heinrich Fuchs	
16733	US		83	11	California	Cabernet Sauvignon	Avenue	
16734	US	Winemaker's Selection	83	9	California	Riesling	Jekel	
16735	US	Estate	83	18	California	Merlot	Midnight	
16736	US	Moonlight	83	22	California	Cabernet Franc	Midnight	
16737	US		83	16	California	Cabernet Sauvignon	Mia's Playground	
16738	Australia	Artisan Wines Classic	83	10	Victoria	Chardonnay	Marquee	
16739	US	Fusion	83	25	California	Zinfandel	Zealear	
16740	New Zealand		86	20	Marlborough	Pinot Gris	Grove Mill	
16741	France		86		Bordeaux	Bordeaux-style White Blend	Château Perron	
16742	US		86	24	California	Tempranillo	Barreto	
16743	US	Special Edition	86	75	California	Cabernet Sauvignon	Herzog	
16744	US		86	20	California	Syrah	Lincourt	
16745	US	Cuvée M	86	15	California	Sparkling Blend	Mumm Napa	
16746	US		86	28	Washington	Syrah	Zerba Cellars	
16747	US		86	29	California	Viognier	Vixen	
16748	France	Brut Rosé	86	43	Champagne	Champagne Blend	Nicolas Feuillatte	
16749	Italy	Colombé	86	15	Piedmont	Dolcetto	Renato Ratti	
16750	US	Icewine	86	28	Washington	Riesling	Airfield Estates	
16751	France		86		Bordeaux	Bordeaux-style White Blend	Château Lamothe de Haux	
16752	New Zealand		86	18	Marlborough	Sauvignon Blanc	Dashwood	
16753	US		86	35	California	Cabernet Sauvignon	Hall	
16754	US	Solea	86	28	Washington	Red Blend	Des Voigne	
16755	Australia	Sparkling	86	20	South Australia	Shiraz	Hardys	
16756	Italy		86	61	Piedmont	Nebbiolo	Pio Cesare	
16757	US	Select Cuvée Brut	86	15	California	Sparkling Blend	Piper Sonoma	
16758	New Zealand		86	18	Marlborough	Sauvignon Blanc	Omaka Springs	
16759	US		86	14	California	Riesling	Paraiso Vineyards	
16760	Italy	Le Vigne	86	118	Piedmont	Nebbiolo	Sandrone	
16761	US		86	40	California	Cabernet Sauvignon	Sequoia Grove	
16762	US		86	15	Washington	Cabernet Sauvignon	Snoqualmie	
16763	US		86	30	California	Rhône-style White Blend	Nadia	
16764	Italy	Vigna Tecc	86	29	Piedmont	Dolcetto	Poderi Luigi Einaudi	
16765	New Zealand		86	13	Marlborough	Sauvignon Blanc	Brancott	
16766	Italy	Calimpia	86	44	Piedmont	Nebbiolo	Ca'Romè	
16767	US	Crystal Valley Cellars The Cab	86	18	California	Cabernet Sauvignon	Cosentino	
16768	US		86	25	Washington	Meritage	DiStefano	
16769	Argentina	Grand Reserve	86	20	Other	Cabernet Sauvignon	Graffigna	
16770	Spain	Menguante Selección	88	24	Northern Spain	Garnacha	Viñedos y Bodegas Pablo	
16771	Austria	Stephanus	88		Kamptal	Grüner Veltliner	Weixelbaum	
16772	Australia		88	95	Victoria	Pinot Noir	Yarra Yering	
16773	US	West Rows Sangiacomo Vineyard	88	32	California	Chardonnay	Signaterra	
16774	US	Cuvée	88	18	California	Cabernet Blend	Six Sigma Ranch	
16775	Australia		88	20	Victoria	Pinot Noir	Sticks	
16776	Italy	Is Argiolas	88	23	Sicily & Sardinia	Vermentino	Argiolas	
16777	Italy	Praepositus	88	28	Northeastern Italy	Sylvaner	Abbazia di Novacella	
16778	Austria	Solist Altenberg	88	95	Weinviertel	Riesling	Kirchmayr	
16779	France		88	16	Provence	Rosé	La Croix du Prieur	
16780	Spain	Venus	88	65	Catalonia	Red Blend	La Universal	
16781	US	SRH	88	27	California	Pinot Noir	Lafond	
16782	Italy		88	21	Northeastern Italy	Lagrein	Josef Weger	
16783	Italy		88	45	Northeastern Italy	Verduzzo	Bressan	
16784	Austria	Vom Berg	88		Kamptal	Riesling	Eichinger	
16785	US	French Creek Vineyard	88	18	Washington	Chardonnay	Eight Bells	
16786	US		88	48	California	Cabernet Sauvignon	Envy	
16787	France	Réserve	88	11	Rhône Valley	Rhône-style Red Blend	Famille Perrin	
16788	Italy	Istituto Agrario San Michele all'Adige	88		Northeastern Italy	Pinot Bianco	Fondazione Edmund Mach	
16789	US		88	18	California	Pinot Grigio	Forenzo	
16790	Austria	Kremser Kogl Bergwein	88		Kremstal	Grüner Veltliner	Forstreiter	
16791	US	Estate	88	32	California	Zinfandel	Easton	
16792	France	Au Coeur des Siècles	88	60	Rhône Valley	Marsanne	Cave de Tain	
16793	Italy	Zeveri	88	25	Northeastern Italy	Müller-Thurgau	Cavit	
16794	France		88	20	Provence	Rosé	Château Paradis	
16795	France		88	18	Provence	Rosé	Château Riotor	
16796	France	Brigue Prestige	88	18	Provence	Rhône-style Red Blend	Château de Brigue	
16797	US	Sunbreak	88	17	Washington	Chenin Blanc	Convergence Zone	
16798	US	The Reveler	88	20	Washington	Bordeaux-style Red Blend	Revelry	
16799	US		88	25	Washington	Pinot Noir	Syncline	
16800	US	Estate	90	65	California	Pinot Noir	Regale Winery and Vineyards	
16801	US	JV Estate	90	25	Oregon	Pinot Noir	Stoller	
16802	US	Estate Cuvée	90	50	Oregon	Pinot Noir	Sokol Blosser	
16803	US	Goosepen Block	90	60	Oregon	Pinot Noir	Sokol Blosser	
16804	US	Sterling Family Vineyard	90	32	California	Pinot Noir	Old World	
16805	Austria	Von Stein Reserve	90	55	Kremstal	Grüner Veltliner	Salomon-Undhof	
16806	Germany	Haus Klosterberg Kabinett	90	18	Mosel	Riesling	Markus Molitor	
16807	US		90	19	California	Sauvignon Blanc	Matanzas Creek	
16808	France	La Roque	90		Southwest France	Malbec	Mas del Périé	
16809	US	O'Brien	90	100	Oregon	Pinot Noir	Willamette Valley Vineyards	
16810	Germany	Westhofener Morstein Spätlese	90	38	Rheinhessen	Riesling	Wittmann	
16811	Germany	Westhofener Trocken	90	47	Rheinhessen	Riesling	Wittmann	
16812	Germany	Wehlener Sonnenuhr Auslese	89	40	Mosel	Riesling	Dr. Pauly Bergweiler	
16813	Italy	Benuara	89	16	Sicily & Sardinia	Red Blend	Cusumano	
16814	US	Estate Selection	89	36	Oregon	Pinot Noir	Erath	
16815	Argentina	Reserva	89	18	Mendoza Province	Malbec	Domaine Jean Bousquet	
16816	South Africa		89	20	Western Cape	Sauvignon Blanc	Ataraxia	
16817	Germany	Graacher Himmelreich Auslese	89	19	Mosel	Riesling	Gräflich von Hohenthal'Scher	
16818	US	Ancient Vine Angelica	89	130	California	Debit	Gypsy Canyon	
16819	US	Pelkan Ranch	89	35	California	Cabernet Sauvignon	Joel Gott	
16820	Germany	Piesporter Goldtröpfchen Spätlese	89	20	Mosel-Saar-Ruwer	Riesling	Joh. Haart	
16821	US		89	15	California	Chardonnay	Bishop's Peak	
16822	US	Rocky Reserve Florence Vineyard	89	33	California	Zinfandel	Carol Shelton	
16823	US	Bien Nacido Vineyard	89	40	California	Chardonnay	La Fenêtre	
16824	Italy	Uno di Nove	89		Central Italy	Sagrantino	Tenuta Alzatura	
16825	US	Estate	89	19	California	Gewürztraminer	Navarro	
16826	US	Hyland Vineyard	89	50	Oregon	Pinot Noir	Soléna	
16827	Italy		89		Central Italy	Trebbiano	Perticaia	
16828	Germany	Bernkasteler Badstube Spätlese	89	29	Mosel	Riesling	Markus Molitor	
16829	Germany	Trocken	89	25	Rheinhessen	Riesling	Wittmann	
16830	Spain	Masia Parera Brut	87	11	Catalonia	Sparkling Blend	Giró Ribot	
16831	Spain		87	12	Northern Spain	Mencía	Gotin	
16832	Austria	Reserve	87		Thermenregion	Rotgipfler	Johanneshof Reinisch	
16833	Italy		87	17	Sicily & Sardinia	Vermentino	Khárisma	
16834	France	Château Labouré-Roi Chardonnay	87	17	Burgundy	Chardonnay	Labouré-Roi	
16835	Italy	A	87	16	Southern Italy	Aglianico	Di Meo	
16836	Argentina		87	9	Other	Sauvignon Blanc	Las Moras	
16837	US		87	25	Washington	Cabernet Sauvignon	Seven Hills	
16838	Germany	P2	87	12	Nahe	Riesling	Two Princes	
16839	Spain		87	18	Northern Spain	Mencía	Val Montium	
16840	Italy	Tatu	87	12	Southern Italy	Primitivo	Vigne & Vini	
16841	US	Proprietor's Reserve	87	30	Washington	Cabernet Franc	Maryhill	
16842	US		87	22	California	Chardonnay	Rusack	
16843	US	Catie's Corner Vineyard	87	25	California	Viognier	Lost Canyon	
16844	Australia	Croser Pinot Noir-Chardonnay	87	30	South Australia	Champagne Blend	Petaluma	
16845	Argentina		87	11	Mendoza Province	Bonarda	Chakana	
16846	France	Fourchaume Premier Cru	87		Burgundy	Chardonnay	Domaine de Vrignaud	
16847	US	Quail Series	87	9	Washington	Pinot Grigio	Covey Run	
16848	Spain	Old Vines Reserva	87	17	Central Spain	Tempranillo	Bodegas Navarro López	
16849	Hungary	Barrique	87	29	Villány	Cabernet Sauvignon	Gere Attila	
16850	Austria	Vom Schloss	87	18	Niederösterreich	Grüner Veltliner	Graf Hardegg	
16851	Argentina	Famiglia Bianchi	87	18	Mendoza Province	Malbec	Valentin Bianchi	
16852	US	Reserve	87	55	California	Chardonnay	ZD	
16853	Austria	Kremser Kraxn	87	20	Kremstal	Riesling	Zimmermann	
16854	Argentina	Reserva	87	12	Mendoza Province	Chardonnay	Santa Julia	
16855	US		87	12	California	Gewürztraminer	Banyan	
16856	Australia		87	18	Western Australia	Riesling	Alkoomi	
16857	Italy		87	11	Southern Italy	Primitivo	A-Mano	
16858	France	Domaine Marandy	87	25	Rhône Valley	Rhône-style Red Blend	Brotte	
16859	Spain	Casamaro	87	10	Northern Spain	Verdejo	Garciarévalo	
16860	US		83	16	California	Sauvignon Blanc	Storrs	
16861	US		83	9	California	Cabernet Sauvignon	Smoking Loon	
16862	US	Reserve Zinfusion	83	19	California	Zinfandel	Castoro Cellars	
16863	US		83	15	California	Pinot Noir	Laurier	
16864	US		83	15	California	Syrah	Kit Fox	
16865	Germany	Chardonnay & Weissburgunder Trocken	83	27	Pfalz	White Blend	Knipser	
16866	US		83	19	California	Merlot	Diamond Oaks de Maniar	
16867	US	Di Collina	83	20	California	Sangiovese	Orfila	
16868	Australia	Wobbly White	83	7	Australia Other	White Blend	Outback Chase	
16869	US		83	7	California	Zinfandel	Painter Bridge	
16870	US		83	18	California	Chardonnay	Paraiso Vineyards	
16871	US		83	20	California	Pinot Noir	Paraiso Vineyards	
16872	US		83	20	California	Merlot	Wild Horse	
16873	Australia	Southern Roo	83	14	South Australia	Cabernet Sauvignon-Shiraz	Heath Wines	
16874	US		83	50	California	Cabernet Sauvignon	Longfellow	
16875	US	Hira Ranch	83	35	California	Merlot	Diamond Oaks de Maniar	
16876	US		83	17	California	Merlot	Blackstone	
16877	US	Clair Rileys Private Reserve Port	83	85	California	Zinfandel	Summit Lake	
16878	US	Fiddlestix Vineyard	83	50	California	Pinot Noir	Arcadian	
16879	Austria	Landwein	83		Burgenland	Muskat Ottonel	Adolf & Heinrich Fuchs	
16880	US		83	11	California	Zinfandel	Avenue	
16881	US	White Wine	83	10	California	White Blend	Mixed Bag	
